NPRO;CUMUN;NMUN;ALQTBID12_M_VC_11
Ciudad Real;13011;Almadén;280
Ciudad Real;13012;Almadenejos;
Ciudad Real;13013;Almagro;300
Ciudad Real;13014;Almedina;
Ciudad Real;13015;Almodóvar del Campo;
Ciudad Real;13016;Almuradiel;
Ciudad Real;13017;Anchuras;
Ciudad Real;13018;Arenas de San Juan;
Ciudad Real;13019;Argamasilla de Alba;257
Ciudad Real;13020;Argamasilla de Calatrava;329
Ciudad Real;13021;Arroba de los Montes;
Ciudad Real;13022;Ballesteros de Calatrava;
Ciudad Real;13023;Bolaños de Calatrava;273
Ciudad Real;13024;Brazatortas;
Ciudad Real;13025;Cabezarados;
Ciudad Real;13026;Cabezarrubias del Puerto;
Ciudad Real;13027;Calzada de Calatrava;
Ciudad Real;13028;Campo de Criptana;300
Ciudad Real;13029;Cañada de Calatrava;
Ciudad Real;13030;Caracuel de Calatrava;
Ciudad Real;13031;Carrión de Calatrava;
Ciudad Real;13032;Carrizosa;
Ciudad Real;13033;Castellar de Santiago;
Ciudad Real;13034;Ciudad Real;399
Ciudad Real;13035;Corral de Calatrava;
Ciudad Real;13036;Cortijos, Los;
Ciudad Real;13037;Cózar;
Ciudad Real;13038;Chillón;
Ciudad Real;13039;Daimiel;300
Ciudad Real;13040;Fernán Caballero;
Ciudad Real;13041;Fontanarejo;
Ciudad Real;13042;Fuencaliente;
Ciudad Real;13043;Fuenllana;
Ciudad Real;13044;Fuente el Fresno;
Ciudad Real;13045;Granátula de Calatrava;
Ciudad Real;13046;Guadalmez;
Ciudad Real;13047;Herencia;300
Ciudad Real;13048;Hinojosas de Calatrava;
Ciudad Real;13049;Horcajo de los Montes;
Ciudad Real;13050;Labores, Las;
Ciudad Real;13051;Luciana;
Ciudad Real;13052;Malagón;280
Ciudad Real;13053;Manzanares;325
Ciudad Real;13054;Membrilla;
Ciudad Real;13055;Mestanza;
Ciudad Real;13056;Miguelturra;325
Ciudad Real;13057;Montiel;
Ciudad Real;13058;Moral de Calatrava;
Ciudad Real;13059;Navalpino;
Ciudad Real;13060;Navas de Estena;
Ciudad Real;13061;Pedro Muñoz;248
Ciudad Real;13062;Picón;
Ciudad Real;13063;Piedrabuena;307
Ciudad Real;13064;Poblete;334
Ciudad Real;13065;Porzuna;
Ciudad Real;13066;Pozuelo de Calatrava;
Ciudad Real;13067;Pozuelos de Calatrava, Los;
Ciudad Real;13068;Puebla de Don Rodrigo;
Ciudad Real;13069;Puebla del Príncipe;
Ciudad Real;13070;Puerto Lápice;
Ciudad Real;13071;Puertollano;400
Ciudad Real;13072;Retuerta del Bullaque;
Ciudad Real;13073;Saceruela;
Ciudad Real;13074;San Carlos del Valle;
Ciudad Real;13075;San Lorenzo de Calatrava;
Ciudad Real;13076;Santa Cruz de los Cáñamos;
Ciudad Real;13077;Santa Cruz de Mudela;250
Ciudad Real;13078;Socuéllamos;279
Ciudad Real;13079;Solana, La;255
Ciudad Real;13080;Solana del Pino;
Ciudad Real;13081;Terrinches;
Ciudad Real;13082;Tomelloso;300
Ciudad Real;13083;Torralba de Calatrava;
Ciudad Real;13084;Torre de Juan Abad;
Ciudad Real;13085;Torrenueva;
Ciudad Real;13086;Valdemanco del Esteras;
Ciudad Real;13087;Valdepeñas;320
Ciudad Real;13088;Valenzuela de Calatrava;
Ciudad Real;13089;Villahermosa;
Ciudad Real;13090;Villamanrique;
Ciudad Real;13091;Villamayor de Calatrava;
Ciudad Real;13092;Villanueva de la Fuente;
Ciudad Real;13093;Villanueva de los Infantes;
Ciudad Real;13094;Villanueva de San Carlos;
Ciudad Real;13095;Villar del Pozo;
Ciudad Real;13096;Villarrubia de los Ojos;250
Ciudad Real;13097;Villarta de San Juan;
Ciudad Real;13098;Viso del Marqués;
Ciudad Real;13901;Robledo, El;
Ciudad Real;13902;Ruidera;
Ciudad Real;13903;Arenales de San Gregorio;
Ciudad Real;13904;Llanos del Caudillo;
Córdoba;14001;Adamuz;
Córdoba;14002;Aguilar de la Frontera;289
Córdoba;14003;Alcaracejos;
Córdoba;14004;Almedinilla;
Córdoba;14005;Almodóvar del Río;
Córdoba;14006;Añora;
Córdoba;14007;Baena;300
Córdoba;14008;Belalcázar;
Córdoba;14009;Belmez;
Córdoba;14010;Benamejí;
Córdoba;14011;Blázquez, Los;
Córdoba;14012;Bujalance;308
Córdoba;14013;Cabra;270
Córdoba;14014;Cañete de las Torres;
Córdoba;14015;Carcabuey;
Córdoba;14016;Cardeña;
Córdoba;14017;Carlota, La;357
Córdoba;14018;Carpio, El;
Córdoba;14019;Castro del Río;
Córdoba;14020;Conquista;
Córdoba;14021;Córdoba;450
Córdoba;14022;Doña Mencía;
Córdoba;14023;Dos Torres;
Córdoba;14024;Encinas Reales;
Córdoba;14025;Espejo;
Córdoba;14026;Espiel;
Córdoba;14027;Fernán-Núñez;263
Córdoba;14028;Fuente la Lancha;
Córdoba;14029;Fuente Obejuna;
Córdoba;14030;Fuente Palmera;328
Córdoba;14031;Fuente-Tójar;
Córdoba;14032;Granjuela, La;
Córdoba;14033;Guadalcázar;
Córdoba;14034;Guijo, El;
Córdoba;14035;Hinojosa del Duque;200
Córdoba;14036;Hornachuelos;
Córdoba;14037;Iznájar;
Córdoba;14038;Lucena;300
Córdoba;14039;Luque;
Córdoba;14040;Montalbán de Córdoba;
Córdoba;14041;Montemayor;
Córdoba;14042;Montilla;300
Córdoba;14043;Montoro;300
Córdoba;14044;Monturque;
Córdoba;14045;Moriles;
Córdoba;14046;Nueva Carteya;
Córdoba;14047;Obejo;
Córdoba;14048;Palenciana;
Córdoba;14049;Palma del Río;267
Córdoba;14050;Pedro Abad;
Córdoba;14051;Pedroche;
Córdoba;14052;Peñarroya-Pueblonuevo;
Córdoba;14053;Posadas;330
Córdoba;14054;Pozoblanco;279
Córdoba;14055;Priego de Córdoba;295
Córdoba;14056;Puente Genil;296
Córdoba;14057;Rambla, La;263
Córdoba;14058;Rute;289
Córdoba;14059;San Sebastián de los Ballesteros;
Córdoba;14060;Santaella;
Córdoba;14061;Santa Eufemia;
Córdoba;14062;Torrecampo;
Córdoba;14063;Valenzuela;
Córdoba;14064;Valsequillo;
Córdoba;14065;Victoria, La;
Córdoba;14066;Villa del Río;300
Córdoba;14067;Villafranca de Córdoba;
Córdoba;14068;Villaharta;
Córdoba;14069;Villanueva de Córdoba;231
Córdoba;14070;Villanueva del Duque;
Córdoba;14071;Villanueva del Rey;
Córdoba;14072;Villaralto;
Córdoba;14073;Villaviciosa de Córdoba;
Córdoba;14074;Viso, El;
Córdoba;14075;Zuheros;
Córdoba;14901;Fuente Carreteros;
Córdoba;14902;Guijarrosa, La;
Coruña, A;15001;Abegondo;
Coruña, A;15002;Ames;343
Coruña, A;15003;Aranga;
Coruña, A;15004;Ares;312
Coruña, A;15005;Arteixo;350
Coruña, A;15006;Arzúa;248
Coruña, A;15007;Baña, A;
Coruña, A;15008;Bergondo;344
Coruña, A;15009;Betanzos;320
Coruña, A;15010;Boimorto;
Coruña, A;15011;Boiro;281
Coruña, A;15012;Boqueixón;
Coruña, A;15013;Brión;300
Coruña, A;15014;Cabana de Bergantiños;
Coruña, A;15015;Cabanas;348
Coruña, A;15016;Camariñas;200
Coruña, A;15017;Cambre;398
Coruña, A;15018;Capela, A;
Coruña, A;15019;Carballo;234
Coruña, A;15020;Carnota;
Coruña, A;15021;Carral;320
Coruña, A;15022;Cedeira;200
Coruña, A;15023;Cee;253
Coruña, A;15024;Cerceda;265
Coruña, A;15025;Cerdido;
Coruña, A;15026;Cesuras;
Coruña, A;15027;Coirós;
Coruña, A;15028;Corcubión;221
Coruña, A;15029;Coristanco;
Coruña, A;15030;Coruña, A;400
Coruña, A;15031;Culleredo;400
Coruña, A;15032;Curtis;210
Coruña, A;15033;Dodro;
Coruña, A;15034;Dumbría;
Coruña, A;15035;Fene;300
Coruña, A;15036;Ferrol;314
Coruña, A;15037;Fisterra;176
Coruña, A;15038;Frades;
Coruña, A;15039;Irixoa;
Coruña, A;15040;Laxe;211
Coruña, A;15041;Laracha, A;250
Coruña, A;15042;Lousame;
Coruña, A;15043;Malpica de Bergantiños;200
Coruña, A;15044;Mañón;
Coruña, A;15045;Mazaricos;
Coruña, A;15046;Melide;220
Coruña, A;15047;Mesía;
Coruña, A;15048;Miño;299
Coruña, A;15049;Moeche;
Coruña, A;15050;Monfero;
Coruña, A;15051;Mugardos;212
Coruña, A;15052;Muxía;200
Coruña, A;15053;Muros;251
Coruña, A;15054;Narón;300
Coruña, A;15055;Neda;225
Coruña, A;15056;Negreira;249
Coruña, A;15057;Noia;270
Coruña, A;15058;Oleiros;400
Coruña, A;15059;Ordes;275
Coruña, A;15060;Oroso;300
Coruña, A;15061;Ortigueira;275
Coruña, A;15062;Outes;218
Coruña, A;15063;Oza dos Ríos;
Coruña, A;15064;Paderne;
Coruña, A;15065;Padrón;282
Coruña, A;15066;Pino, O;307
Coruña, A;15067;Pobra do Caramiñal, A;270
Coruña, A;15068;Ponteceso;224
Coruña, A;15069;Pontedeume;307
Coruña, A;15070;Pontes de García Rodríguez, As;250
Coruña, A;15071;Porto do Son;255
Coruña, A;15072;Rianxo;250
Coruña, A;15073;Ribeira;300
Coruña, A;15074;Rois;
Coruña, A;15075;Sada;355
Coruña, A;15076;San Sadurniño;
Coruña, A;15077;Santa Comba;209
Coruña, A;15078;Santiago de Compostela;380
Coruña, A;15079;Santiso;
Coruña, A;15080;Sobrado;
Coruña, A;15081;Somozas, As;
Coruña, A;15082;Teo;338
Coruña, A;15083;Toques;
Coruña, A;15084;Tordoia;
Coruña, A;15085;Touro;176
Coruña, A;15086;Trazo;
Coruña, A;15087;Valdoviño;285
Coruña, A;15088;Val do Dubra;240
Coruña, A;15089;Vedra;
Coruña, A;15090;Vilasantar;
Coruña, A;15091;Vilarmaior;
Coruña, A;15092;Vimianzo;225
Coruña, A;15093;Zas;229
Coruña, A;15901;Cariño;210
Coruña, A;15902;Oza-Cesuras;249
Cuenca;16001;Abia de la Obispalía;
Cuenca;16002;Acebrón, El;
Cuenca;16003;Alarcón;
Cuenca;16004;Albaladejo del Cuende;
Cuenca;16005;Albalate de las Nogueras;
Cuenca;16006;Albendea;
Cuenca;16007;Alberca de Záncara, La;
Cuenca;16008;Alcalá de la Vega;
Cuenca;16009;Alcantud;
Cuenca;16010;Alcázar del Rey;
Cuenca;16011;Alcohujate;
Cuenca;16012;Alconchel de la Estrella;
Cuenca;16013;Algarra;
Cuenca;16014;Aliaguilla;
Cuenca;16015;Almarcha, La;
Cuenca;16016;Almendros;
Cuenca;16017;Almodóvar del Pinar;
Cuenca;16018;Almonacid del Marquesado;
Cuenca;16019;Altarejos;
Cuenca;16020;Arandilla del Arroyo;
Cuenca;16022;Arcos de la Sierra;
Cuenca;16023;Chillarón de Cuenca;
Cuenca;16024;Arguisuelas;
Cuenca;16025;Arrancacepas;
Cuenca;16026;Atalaya del Cañavate;
Cuenca;16027;Barajas de Melo;
Cuenca;16029;Barchín del Hoyo;
Cuenca;16030;Bascuñana de San Pedro;
Cuenca;16031;Beamud;
Cuenca;16032;Belinchón;
Cuenca;16033;Belmonte;
Cuenca;16034;Belmontejo;
Cuenca;16035;Beteta;
Cuenca;16036;Boniches;
Cuenca;16038;Buciegas;
Cuenca;16039;Buenache de Alarcón;
Cuenca;16040;Buenache de la Sierra;
Cuenca;16041;Buendía;
Cuenca;16042;Campillo de Altobuey;
Cuenca;16043;Campillos-Paravientos;
Cuenca;16044;Campillos-Sierra;
Cuenca;16045;Canalejas del Arroyo;
Cuenca;16046;Cañada del Hoyo;
Cuenca;16047;Cañada Juncosa;
Cuenca;16048;Cañamares;
Cuenca;16049;Cañavate, El;
Cuenca;16050;Cañaveras;
Cuenca;16051;Cañaveruelas;
Cuenca;16052;Cañete;
Cuenca;16053;Cañizares;
Cuenca;16055;Carboneras de Guadazaón;
Cuenca;16056;Cardenete;
Cuenca;16057;Carrascosa;
Cuenca;16058;Carrascosa de Haro;
Cuenca;16060;Casas de Benítez;
Cuenca;16061;Casas de Fernando Alonso;
Cuenca;16062;Casas de Garcimolina;
Cuenca;16063;Casas de Guijarro;
Cuenca;16064;Casas de Haro;
Cuenca;16065;Casas de los Pinos;
Cuenca;16066;Casasimarro;
Cuenca;16067;Castejón;
Cuenca;16068;Castillejo de Iniesta;
Cuenca;16070;Castillejo-Sierra;
Cuenca;16071;Castillo-Albaráñez;
Cuenca;16072;Castillo de Garcimuñoz;
Cuenca;16073;Cervera del Llano;
Cuenca;16074;Cierva, La;
Cuenca;16078;Cuenca;450
Cuenca;16079;Cueva del Hierro;
Cuenca;16081;Chumillas;
Cuenca;16082;Enguídanos;
Cuenca;16083;Fresneda de Altarejos;
Cuenca;16084;Fresneda de la Sierra;
Cuenca;16085;Frontera, La;
Cuenca;16086;Fuente de Pedro Naharro;
Cuenca;16087;Fuentelespino de Haro;
Cuenca;16088;Fuentelespino de Moya;
Cuenca;16089;Fuentes;
Cuenca;16091;Fuertescusa;
Cuenca;16092;Gabaldón;
Cuenca;16093;Garaballa;
Cuenca;16094;Gascueña;
Cuenca;16095;Graja de Campalbo;
Cuenca;16096;Graja de Iniesta;
Cuenca;16097;Henarejos;
Cuenca;16098;Herrumblar, El;
Cuenca;16099;Hinojosa, La;
Cuenca;16100;Hinojosos, Los;
Cuenca;16101;Hito, El;
Cuenca;16102;Honrubia;
Cuenca;16103;Hontanaya;
Cuenca;16104;Hontecillas;
Cuenca;16106;Horcajo de Santiago;
Cuenca;16107;Huélamo;
Cuenca;16108;Huelves;
Cuenca;16109;Huérguina;
Cuenca;16110;Huerta de la Obispalía;
Cuenca;16111;Huerta del Marquesado;
Cuenca;16112;Huete;
Cuenca;16113;Iniesta;
Cuenca;16115;Laguna del Marquesado;
Cuenca;16116;Lagunaseca;
Cuenca;16117;Landete;
Cuenca;16118;Ledaña;
Cuenca;16119;Leganiel;
Cuenca;16121;Majadas, Las;
Cuenca;16122;Mariana;
Cuenca;16123;Masegosa;
Cuenca;16124;Mesas, Las;
Cuenca;16125;Minglanilla;
Cuenca;16126;Mira;
Cuenca;16128;Monreal del Llano;
Cuenca;16129;Montalbanejo;
Cuenca;16130;Montalbo;
Cuenca;16131;Monteagudo de las Salinas;
Cuenca;16132;Mota de Altarejos;
Cuenca;16133;Mota del Cuervo;262
Cuenca;16134;Motilla del Palancar;336
Cuenca;16135;Moya;
Cuenca;16137;Narboneta;
Cuenca;16139;Olivares de Júcar;
Cuenca;16140;Olmeda de la Cuesta;
Cuenca;16141;Olmeda del Rey;
Cuenca;16142;Olmedilla de Alarcón;
Cuenca;16143;Olmedilla de Eliz;
Cuenca;16145;Osa de la Vega;
Cuenca;16146;Pajarón;
Cuenca;16147;Pajaroncillo;
Cuenca;16148;Palomares del Campo;
Cuenca;16149;Palomera;
Cuenca;16150;Paracuellos;
Cuenca;16151;Paredes;
Cuenca;16152;Parra de las Vegas, La;
Cuenca;16153;Pedernoso, El;
Cuenca;16154;Pedroñeras, Las;320
Cuenca;16155;Peral, El;
Cuenca;16156;Peraleja, La;
Cuenca;16157;Pesquera, La;
Cuenca;16158;Picazo, El;
Cuenca;16159;Pinarejo;
Cuenca;16160;Pineda de Gigüela;
Cuenca;16161;Piqueras del Castillo;
Cuenca;16162;Portalrubio de Guadamejud;
Cuenca;16163;Portilla;
Cuenca;16165;Poyatos;
Cuenca;16166;Pozoamargo;
Cuenca;16167;Pozorrubio;
Cuenca;16169;Pozuelo, El;
Cuenca;16170;Priego;
Cuenca;16171;Provencio, El;
Cuenca;16172;Puebla de Almenara;
Cuenca;16173;Valle de Altomira, El;
Cuenca;16174;Puebla del Salvador;
Cuenca;16175;Quintanar del Rey;300
Cuenca;16176;Rada de Haro;
Cuenca;16177;Reíllo;
Cuenca;16181;Rozalén del Monte;
Cuenca;16185;Saceda-Trasierra;
Cuenca;16186;Saelices;
Cuenca;16187;Salinas del Manzano;
Cuenca;16188;Salmeroncillos;
Cuenca;16189;Salvacañete;
Cuenca;16190;San Clemente;277
Cuenca;16191;San Lorenzo de la Parrilla;
Cuenca;16192;San Martín de Boniches;
Cuenca;16193;San Pedro Palmiches;
Cuenca;16194;Santa Cruz de Moya;
Cuenca;16195;Santa María del Campo Rus;
Cuenca;16196;Santa María de los Llanos;
Cuenca;16197;Santa María del Val;
Cuenca;16198;Sisante;
Cuenca;16199;Solera de Gabaldón;
Cuenca;16202;Talayuelas;
Cuenca;16203;Tarancón;364
Cuenca;16204;Tébar;
Cuenca;16205;Tejadillos;
Cuenca;16206;Tinajas;
Cuenca;16209;Torralba;
Cuenca;16211;Torrejoncillo del Rey;
Cuenca;16212;Torrubia del Campo;
Cuenca;16213;Torrubia del Castillo;
Cuenca;16215;Tragacete;
Cuenca;16216;Tresjuncos;
Cuenca;16217;Tribaldos;
Cuenca;16218;Uclés;
Cuenca;16219;Uña;
Cuenca;16224;Valdemeca;
Cuenca;16225;Valdemorillo de la Sierra;
Cuenca;16227;Valdemoro-Sierra;
Cuenca;16228;Valdeolivas;
Cuenca;16231;Valhermoso de la Fuente;
Cuenca;16234;Valsalobre;
Cuenca;16236;Valverde de Júcar;
Cuenca;16237;Valverdejo;
Cuenca;16238;Vara de Rey;
Cuenca;16239;Vega del Codorno;
Cuenca;16240;Vellisca;
Cuenca;16242;Villaconejos de Trabaque;
Cuenca;16243;Villaescusa de Haro;
Cuenca;16244;Villagarcía del Llano;
Cuenca;16245;Villalba de la Sierra;
Cuenca;16246;Villalba del Rey;
Cuenca;16247;Villalgordo del Marquesado;
Cuenca;16248;Villalpardo;
Cuenca;16249;Villamayor de Santiago;
Cuenca;16250;Villanueva de Guadamejud;
Cuenca;16251;Villanueva de la Jara;
Cuenca;16253;Villar de Cañas;
Cuenca;16254;Villar de Domingo García;
Cuenca;16255;Villar de la Encina;
Cuenca;16258;Villar del Humo;
Cuenca;16259;Villar del Infantado;
Cuenca;16263;Villar de Olalla;
Cuenca;16264;Villarejo de Fuentes;
Cuenca;16265;Villarejo de la Peñuela;
Cuenca;16266;Villarejo-Periesteban;
Cuenca;16269;Villares del Saz;
Cuenca;16270;Villarrubio;
Cuenca;16271;Villarta;
Cuenca;16272;Villas de la Ventosa;
Cuenca;16273;Villaverde y Pasaconsol;
Cuenca;16274;Víllora;
Cuenca;16275;Vindel;
Cuenca;16276;Yémeda;
Cuenca;16277;Zafra de Záncara;
Cuenca;16278;Zafrilla;
Cuenca;16279;Zarza de Tajo;
Cuenca;16280;Zarzuela;
Cuenca;16901;Campos del Paraíso;
Cuenca;16902;Valdetórtola;
Cuenca;16903;Valeras, Las;
Cuenca;16904;Fuentenava de Jábaga;
Cuenca;16905;Arcas del Villar;325
Cuenca;16906;Valdecolmenas, Los;
Cuenca;16908;Pozorrubielos de la Mancha;
Cuenca;16909;Sotorribas;
Cuenca;16910;Villar y Velasco;
Girona;17001;Agullana;
Girona;17002;Aiguaviva;
Girona;17003;Albanyà;
Girona;17004;Albons;
Girona;17005;Far d'Empordà, El;
Girona;17006;Alp;389
Girona;17007;Amer;300
Girona;17008;Anglès;367
Girona;17009;Arbúcies;335
Girona;17010;Argelaguer;
Girona;17011;Armentera, L';
Girona;17012;Avinyonet de Puigventós;
Girona;17013;Begur;450
Girona;17014;Vajol, La;
Girona;17015;Banyoles;445
Girona;17016;Bàscara;385
Girona;17018;Bellcaire d'Empordà;
Girona;17019;Besalú;310
Girona;17020;Bescanó;550
Girona;17021;Beuda;
Girona;17022;Bisbal d'Empordà, La;406
Girona;17023;Blanes;450
Girona;17024;Bolvir;
Girona;17025;Bordils;458
Girona;17026;Borrassà;
Girona;17027;Breda;417
Girona;17028;Brunyola;
Girona;17029;Boadella i les Escaules;
Girona;17030;Cabanes;
Girona;17031;Cabanelles;
Girona;17032;Cadaqués;488
Girona;17033;Caldes de Malavella;450
Girona;17034;Calonge;450
Girona;17035;Camós;
Girona;17036;Campdevànol;350
Girona;17037;Campelles;
Girona;17038;Campllong;
Girona;17039;Camprodon;398
Girona;17040;Canet d'Adri;
Girona;17041;Cantallops;
Girona;17042;Capmany;
Girona;17043;Queralbs;
Girona;17044;Cassà de la Selva;433
Girona;17046;Castellfollit de la Roca;245
Girona;17047;Castelló d'Empúries;389
Girona;17048;Castell-Platja d'Aro;450
Girona;17049;Celrà;502
Girona;17050;Cervià de Ter;
Girona;17051;Cistella;
Girona;17052;Siurana;
Girona;17054;Colera;282
Girona;17055;Colomers;
Girona;17056;Cornellà del Terri;421
Girona;17057;Corçà;
Girona;17058;Crespià;
Girona;17060;Darnius;
Girona;17061;Das;
Girona;17062;Escala, L';410
Girona;17063;Espinelves;
Girona;17064;Espolla;
Girona;17065;Esponellà;
Girona;17066;Figueres;422
Girona;17067;Flaçà;398
Girona;17068;Foixà;
Girona;17069;Fontanals de Cerdanya;
Girona;17070;Fontanilles;
Girona;17071;Fontcoberta;
Girona;17073;Fornells de la Selva;582
Girona;17074;Fortià;
Girona;17075;Garrigàs;
Girona;17076;Garrigoles;
Girona;17077;Garriguella;
Girona;17078;Ger;
Girona;17079;Girona;519
Girona;17080;Gombrèn;
Girona;17081;Gualta;
Girona;17082;Guils de Cerdanya;
Girona;17083;Hostalric;400
Girona;17084;Isòvol;
Girona;17085;Jafre;
Girona;17086;Jonquera, La;500
Girona;17087;Juià;
Girona;17088;Lladó;
Girona;17089;Llagostera;400
Girona;17090;Llambilles;
Girona;17091;Llanars;350
Girona;17092;Llançà;367
Girona;17093;Llers;
Girona;17094;Llívia;435
Girona;17095;Lloret de Mar;431
Girona;17096;Llosses, Les;
Girona;17097;Madremanya;
Girona;17098;Maià de Montcal;
Girona;17099;Meranges;
Girona;17100;Masarac;
Girona;17101;Massanes;
Girona;17102;Maçanet de Cabrenys;
Girona;17103;Maçanet de la Selva;409
Girona;17105;Mieres;
Girona;17106;Mollet de Peralada;
Girona;17107;Molló;
Girona;17109;Montagut i Oix;
Girona;17110;Mont-ras;
Girona;17111;Navata;
Girona;17112;Ogassa;
Girona;17114;Olot;395
Girona;17115;Ordis;
Girona;17116;Osor;
Girona;17117;Palafrugell;450
Girona;17118;Palamós;462
Girona;17119;Palau de Santa Eulàlia;
Girona;17120;Palau-saverdera;
Girona;17121;Palau-sator;
Girona;17123;Palol de Revardit;
Girona;17124;Pals;390
Girona;17125;Pardines;
Girona;17126;Parlavà;
Girona;17128;Pau;
Girona;17129;Pedret i Marzà;
Girona;17130;Pera, La;
Girona;17132;Peralada;500
Girona;17133;Planes d'Hostoles, Les;
Girona;17134;Planoles;372
Girona;17135;Pont de Molins;
Girona;17136;Pontós;
Girona;17137;Porqueres;410
Girona;17138;Portbou;357
Girona;17139;Preses, Les;
Girona;17140;Port de la Selva, El;378
Girona;17141;Puigcerdà;455
Girona;17142;Quart;455
Girona;17143;Rabós;
Girona;17144;Regencós;
Girona;17145;Ribes de Freser;300
Girona;17146;Riells i Viabrea;425
Girona;17147;Ripoll;350
Girona;17148;Riudarenes;
Girona;17149;Riudaura;
Girona;17150;Riudellots de la Selva;520
Girona;17151;Riumors;
Girona;17152;Roses;400
Girona;17153;Rupià;
Girona;17154;Sales de Llierca;
Girona;17155;Salt;431
Girona;17157;Sant Andreu Salou;
Girona;17158;Sant Climent Sescebes;
Girona;17159;Sant Feliu de Buixalleu;
Girona;17160;Sant Feliu de Guíxols;450
Girona;17161;Sant Feliu de Pallerols;277
Girona;17162;Sant Ferriol;
Girona;17163;Sant Gregori;573
Girona;17164;Sant Hilari Sacalm;350
Girona;17165;Sant Jaume de Llierca;
Girona;17166;Sant Jordi Desvalls;
Girona;17167;Sant Joan de les Abadesses;300
Girona;17168;Sant Joan de Mollet;
Girona;17169;Sant Julià de Ramis;472
Girona;17170;Vallfogona de Ripollès;
Girona;17171;Sant Llorenç de la Muga;
Girona;17172;Sant Martí de Llémena;
Girona;17173;Sant Martí Vell;
Girona;17174;Sant Miquel de Campmajor;
Girona;17175;Sant Miquel de Fluvià;
Girona;17176;Sant Mori;
Girona;17177;Sant Pau de Segúries;
Girona;17178;Sant Pere Pescador;385
Girona;17180;Santa Coloma de Farners;448
Girona;17181;Santa Cristina d'Aro;450
Girona;17182;Santa Llogaia d'Àlguema;
Girona;17183;Sant Aniol de Finestres;
Girona;17184;Santa Pau;210
Girona;17185;Sant Joan les Fonts;300
Girona;17186;Sarrià de Ter;497
Girona;17187;Saus, Camallera i Llampaies;
Girona;17188;Selva de Mar, La;
Girona;17189;Cellera de Ter, La;343
Girona;17190;Serinyà;366
Girona;17191;Serra de Daró;
Girona;17192;Setcases;
Girona;17193;Sils;498
Girona;17194;Susqueda;
Girona;17195;Tallada d'Empordà, La;
Girona;17196;Terrades;
Girona;17197;Torrent;
Girona;17198;Torroella de Fluvià;
Girona;17199;Torroella de Montgrí;400
Girona;17200;Tortellà;
Girona;17201;Toses;
Girona;17202;Tossa de Mar;478
Girona;17203;Ultramort;
Girona;17204;Ullà;380
Girona;17205;Ullastret;
Girona;17206;Urús;
Girona;17207;Vall d'en Bas, La;
Girona;17208;Vall de Bianya, La;
Girona;17209;Vall-llobrega;
Girona;17210;Ventalló;
Girona;17211;Verges;
Girona;17212;Vidrà;
Girona;17213;Vidreres;433
Girona;17214;Vilabertran;
Girona;17215;Vilablareix;
Girona;17216;Viladasens;
Girona;17217;Viladamat;
Girona;17218;Vilademuls;
Girona;17220;Viladrau;
Girona;17221;Vilafant;425
Girona;17222;Vilaür;
Girona;17223;Vilajuïga;
Girona;17224;Vilallonga de Ter;284
Girona;17225;Vilamacolum;
Girona;17226;Vilamalla;
Girona;17227;Vilamaniscle;
Girona;17228;Vilanant;
Girona;17230;Vila-sacra;
Girona;17232;Vilopriu;
Girona;17233;Vilobí d'Onyar;496
Girona;17234;Biure;
Girona;17901;Cruïlles, Monells i Sant Sadurní de l'Heura;
Girona;17902;Forallac;
Girona;17903;Sant Julià del Llor i Bonmatí;315
Granada;18001;Agrón;
Granada;18002;Alamedilla;
Granada;18003;Albolote;350
Granada;18004;Albondón;
Granada;18005;Albuñán;
Granada;18006;Albuñol;251
Granada;18007;Albuñuelas;
Granada;18010;Aldeire;
Granada;18011;Alfacar;335
Granada;18012;Algarinejo;
Granada;18013;Alhama de Granada;
Granada;18014;Alhendín;354
Granada;18015;Alicún de Ortega;
Granada;18016;Almegíjar;
Granada;18017;Almuñécar;400
Granada;18018;Alquife;
Granada;18020;Arenas del Rey;
Granada;18021;Armilla;337
Granada;18022;Atarfe;350
Granada;18023;Baza;250
Granada;18024;Beas de Granada;
Granada;18025;Beas de Guadix;
Granada;18027;Benalúa;
Granada;18028;Benalúa de las Villas;
Granada;18029;Benamaurel;
Granada;18030;Bérchules;
Granada;18032;Bubión;
Granada;18033;Busquístar;
Granada;18034;Cacín;
Granada;18035;Cádiar;
Granada;18036;Cájar;300
Granada;18037;Calicasas;
Granada;18038;Campotéjar;
Granada;18039;Caniles;
Granada;18040;Cáñar;
Granada;18042;Capileira;
Granada;18043;Carataunas;
Granada;18044;Cástaras;
Granada;18045;Castilléjar;
Granada;18046;Castril;
Granada;18047;Cenes de la Vega;349
Granada;18048;Cijuela;
Granada;18049;Cogollos de Guadix;
Granada;18050;Cogollos de la Vega;
Granada;18051;Colomera;
Granada;18053;Cortes de Baza;
Granada;18054;Cortes y Graena;
Granada;18056;Cúllar;250
Granada;18057;Cúllar Vega;301
Granada;18059;Chauchina;
Granada;18061;Chimeneas;
Granada;18062;Churriana de la Vega;349
Granada;18063;Darro;
Granada;18064;Dehesas de Guadix;
Granada;18065;Dehesas Viejas;
Granada;18066;Deifontes;
Granada;18067;Diezma;
Granada;18068;Dílar;
Granada;18069;Dólar;
Granada;18070;Dúdar;
Granada;18071;Dúrcal;275
Granada;18072;Escúzar;
Granada;18074;Ferreira;
